ms,mv,uA,p_mW
26598,3304,70'00,234,0.2
26608,3304,77#00,255,0.3
26618,3304,76'00,253,0.3
26628,3304,76#00,252,0.3
26638,3304,76'00,253,0.3
26648,3304,74$00,246,0.2
26658,3304,76800,254,253.7
26668,3304,73!00,242,0.2
26678,3304,77#00,255,0.3
26688,3304,70'00,234,0.2
26698,3304,77$00,256,0.3
26708,3304,76800,254,253.7
26718,3304,76"00,252,0.3
26728,3304,76800,254,253.7
26738,3304,74$00,246,0.2
26748,3304,76'00,253,0.3
26758,3304,72#00,239,0.2
26768,3304,77#00,255,0.3
26778,3304,70&00,233,0.2
26788,3304,77#00,255,0.3
26798,3304,76800,254,253.7
26808,3304,75'00,250,0.2
26818,3304,76800,254,253.7
26828,3304,74%00,246,0.2
26838,3304,76800,254,253.7
26848,3304,71$00,236,0.2
26858,3304,77$00,256,0.3
26868,3304,70"00,232,0.2
26878,3304,77#00,255,0.3
26888,3304,76800,254,253.7
26898,3304,75 00,248,0.2
26908,3304,76800,254,253.7
26918,3304,74$00,246,0.2
26928,3304,77 00,254,0.3
26938,3304,70900,234,234.3
26948,3304,77$00,256,0.3
26958,3304,76800,254,253.7
26968,3304,76900,254,254.1
26978,3304,76800,254,253.7
26988,3304,74'00,247,0.2
26998,3304,76800,254,253.7
27008,3304,74#00,245,0.2
27018,3304,77!00,255,0.3
27028,3304,70'00,234,0.2
27038,3304,77$00,256,0.3
27048,3304,76800,254,253.7
27058,3304,76%00,253,0.3
27068,3304,76'00,253,0.3
27078,3304,74%00,246,0.2
27088,3304,76'00,253,0.3
27098,3304,73%00,243,0.2
27108,3304,77"00,255,0.3
27118,3304,70&00,233,0.2
27128,3304,77#00,255,0.3
27138,3304,76'00,253,0.3
27148,3304,76"00,252,0.3
27158,3304,76'00,253,0.3
27168,3304,74$00,246,0.2
27178,3304,76800,254,253.7
27188,3304,72'00,240,0.2
27198,3304,77$00,256,0.3
27208,3304,70&00,233,0.2
27218,3304,77#00,255,0.3
27228,3304,76800,254,253.7
27238,3304,75800,250,250.4
27248,3304,76800,254,253.7
27258,3304,74#00,245,0.2
27268,3304,76'00,253,0.3
27278,3304,71'00,237,0.2
27288,3304,77#00,255,0.3
27298,3304,70$00,233,0.2
27308,3304,77#00,255,0.3
27318,3304,76800,254,253.7
27328,3304,75#00,249,0.2
27338,3304,76'00,253,0.3
27348,3304,74#00,245,0.2
27358,3300,76800,253,253.4
27368,3304,71 00,235,0.2
27378,3304,77#00,255,0.3
27388,3304,69900,231,230.9
27398,3304,77!00,255,0.3
27408,3304,76'00,253,0.3
27418,3304,74800,247,247.1
27428,3304,76'00,253,0.3
27438,3304,74$00,246,0.2
27448,3304,77 00,254,0.3
27458,3304,70'00,234,0.2
27468,3304,77#00,255,0.3
27478,3304,76800,254,253.7
27488,3304,76&00,253,0.3
27498,3304,76'00,253,0.3
27508,3304,74&00,246,0.2
27518,3304,76'00,253,0.3
27528,3304,74!00,245,0.2
27538,3300,77"00,255,0.3
27548,3304,70'00,234,0.2
27558,3304,77#00,255,0.3
27568,3304,76'00,253,0.3
27578,3304,76#00,252,0.3
27588,3304,76'00,253,0.3
27598,3304,74%00,246,0.2
27608,3304,76'00,253,0.3
27618,3304,73"00,242,0.2
27628,3304,77#00,255,0.3
27638,3304,70&00,233,0.2
27648,3304,77#00,255,0.3
27658,3304,76'00,253,0.3
27668,3304,76!00,251,0.3
27678,3304,76800,254,253.7
27688,3304,74$00,246,0.2
27698,3304,76800,254,253.7
27708,3300,72"00,238,0.2
27718,3304,77#00,255,0.3
27728,3304,70%00,233,0.2
27738,3304,77#00,255,0.3
27748,3304,76800,254,253.7
27758,3304,75&00,250,0.2
27768,3304,76800,254,253.7
27778,3304,74#00,245,0.2
27788,3304,76800,254,253.7
27798,3304,71#00,236,0.2
27808,3304,77"00,255,0.3
27818,3304,70!00,232,0.2
27828,3304,77#00,255,0.3
27838,3304,76800,254,253.7
27848,3304,75!00,248,0.2
27858,3304,76800,254,253.7
27868,3304,74#00,245,0.2
27878,3304,77 00,254,0.3
27888,3304,70900,234,234.3
27898,3304,77$00,256,0.3
27908,3304,76800,254,253.7
27918,3304,76800,254,253.7
27928,3304,76800,254,253.7
27938,3304,74800,247,247.1
27948,3304,76800,254,253.7
27958,3304,74#00,245,0.2
27968,3304,77"00,255,0.3
27978,3304,70'00,234,0.2
27988,3304,77#00,255,0.3
27998,3304,76800,254,253.7
28008,3304,76$00,252,0.3
28018,3304,76800,254,253.7
28028,3304,74%00,246,0.2
28038,3304,76800,254,253.7
28048,3304,73&00,243,0.2
28058,3304,77#00,255,0.3
28068,3304,70&00,233,0.2
28078,3304,77#00,255,0.3
28088,3304,76'00,253,0.3
28098,3304,76"00,252,0.3
28108,3304,76'00,253,0.3
28118,3304,74$00,246,0.2
28128,3304,76800,254,253.7
28138,3304,72'00,240,0.2
28148,3304,77#00,255,0.3
28158,3304,70&00,233,0.2
28168,3300,77#00,255,0.3
28178,3304,76'00,253,0.3
28188,3304,75800,250,250.4
28198,3304,76800,254,253.7
28208,3304,74$00,246,0.2
28218,3304,76800,254,253.7
28228,3304,71&00,237,0.2
28238,3304,77$00,256,0.3
28248,3304,70$00,233,0.2
28258,3304,77#00,255,0.3
28268,3304,76800,254,253.7
28278,3304,75"00,248,0.2
28288,3304,76800,254,253.7
28298,3304,74$00,246,0.2
28308,3304,76800,254,253.7
28318,3304,71!00,235,0.2
28328,3304,77$00,256,0.3
28338,3304,69900,231,230.9
28348,3304,77!00,255,0.3
28358,3304,76'00,253,0.3
28368,3304,74900,247,247.5
28378,3304,76800,254,253.7
28388,3304,74#00,245,0.2
28398,3304,77!00,255,0.3
28408,3304,70'00,234,0.2
28418,3304,77#00,255,0.3
28428,3304,76800,254,253.7
28438,3304,76&00,253,0.3
28448,3304,76800,254,253.7
28458,3304,74&00,246,0.2
28468,3304,76800,254,253.7
28478,3304,74 00,244,0.2
28488,3304,77"00,255,0.3
28498,3304,70&00,233,0.2
28508,3304,77#00,255,0.3
28518,3304,76'00,253,0.3
28528,3304,76#00,252,0.3
28538,3304,76800,254,253.7
28548,3304,74$00,246,0.2
28558,3304,76'00,253,0.3
28568,3304,73"00,242,0.2
28578,3304,77#00,255,0.3
28588,3304,70&00,233,0.2
28598,3304,77#00,255,0.3
28608,3304,76'00,253,0.3
28618,3304,76 00,251,0.3
28628,3304,76'00,253,0.3
28638,3304,74$00,246,0.2
28648,3304,76800,254,253.7
28658,3304,72"00,239,0.2
28668,3304,77#00,255,0.3
28678,3304,70%00,233,0.2
28688,3304,77#00,255,0.3
28698,3304,76800,254,253.7
28708,3304,75&00,250,0.2
28718,3304,76800,254,253.7
28728,3304,74$00,246,0.2
28738,3304,76'00,253,0.3
28748,3304,71$00,236,0.2
28758,3304,77#00,255,0.3
28768,3304,70"00,232,0.2
28778,3304,77#00,255,0.3
28788,3300,76800,253,253.4
28798,3304,75!00,248,0.2
28808,3304,76800,254,253.7
28818,3304,74$00,246,0.2
28828,3304,77 00,254,0.3
28838,3304,70900,234,234.3
28848,3304,77$00,256,0.3
28858,3304,76800,254,253.7
28868,3304,76900,254,254.1
28878,3304,76800,254,253.7
28888,3304,74800,247,247.1
28898,3304,76800,254,253.7
28908,3304,74#00,245,0.2
28918,3304,77"00,255,0.3
28928,3304,70'00,234,0.2
28938,3304,77#00,255,0.3
28948,3304,76800,254,253.7
28958,3304,76$00,252,0.3
28968,3304,76'00,253,0.3
28978,3304,74%00,246,0.2
28988,3304,76'00,253,0.3
28998,3304,73600,243,243.2
29008,3304,77#00,255,0.3
29018,3304,70&00,233,0.2
29028,3304,77$00,256,0.3
29038,3304,76'00,253,0.3
29048,3304,76"00,252,0.3
29058,3304,76'00,253,0.3
29068,3304,74#00,245,0.2
29078,3304,76800,254,253.7
29088,3304,72&00,240,0.2
29098,3304,77#00,255,0.3
29108,3304,70&00,233,0.2
29118,3304,77#00,255,0.3
29128,3304,76800,254,253.7
29138,3304,75900,251,250.8
29148,3304,76'00,253,0.3
29158,3304,74#00,245,0.2
29168,3304,76'00,253,0.3
29178,3304,71'00,237,0.2
29188,3304,77$00,256,0.3
29198,3304,70#00,232,0.2
29208,3304,77#00,255,0.3
29218,3304,76800,254,253.7
29228,3304,75#00,249,0.2
29238,3304,76'00,253,0.3
29248,3304,74$00,246,0.2
29258,3304,76800,254,253.7
29268,3304,71 00,235,0.2
29278,3304,77#00,255,0.3
29288,3304,69900,231,230.9
29298,3304,77!00,255,0.3
29308,3304,76800,254,253.7
29318,3304,74900,247,247.5
29328,3304,76'00,253,0.3
29338,3304,74$00,246,0.2
29348,3304,77!00,255,0.3
29358,3304,70'00,234,0.2
29368,3304,77#00,255,0.3
29378,3304,76'00,253,0.3
29388,3304,76&00,253,0.3
29398,3304,76800,254,253.7
29408,3304,74'00,247,0.2
29418,3300,76800,253,253.4
29428,3304,74 00,244,0.2
29438,3304,77#00,255,0.3
29448,3304,70&00,233,0.2
29458,3304,77300,255,255.4
29468,3304,76800,254,253.7
29478,3304,76#00,252,0.3
29488,3304,76800,254,253.7
29498,3304,74$00,246,0.2
29508,3304,76'00,253,0.3
29518,3304,73!00,242,0.2
29528,3304,77%00,256,0.3
29538,3304,70&00,233,0.2
29548,3304,77#00,255,0.3
29558,3304,76800,254,253.7
29568,3304,76!00,251,0.3
29578,3304,76'00,253,0.3
29588,3304,74$00,246,0.2
29598,3304,76800,254,253.7
29608,3304,72!00,238,0.2
29618,3304,77#00,255,0.3
29628,3304,70%00,233,0.2
29638,3304,77#00,255,0.3
29648,3304,76800,254,253.7
29658,3304,75&00,250,0.2
29668,3304,76'00,253,0.3
29678,3304,74#00,245,0.2
29688,3304,76'00,253,0.3
29698,3304,71#00,236,0.2
29708,3304,77#00,255,0.3
29718,3304,70!00,232,0.2
29728,3300,77#00,255,0.3
29738,3304,76800,254,253.7
29748,3304,75!00,248,0.2
29758,3304,76'00,253,0.3
29768,3304,74$00,246,0.2
29778,3304,76900,254,254.1
29788,3304,70800,234,233.9
29798,3304,77$00,256,0.3
29808,3304,76800,254,253.7
29818,3304,76800,254,253.7
29828,3304,76'00,253,0.3
29838,3304,74'00,247,0.2
29848,3304,76800,254,253.7
29858,3304,74"00,245,0.2
29868,3304,77"00,255,0.3
29878,3304,70'00,234,0.2
29888,3304,77$00,256,0.3
29898,3304,76'00,253,0.3
29908,3304,76$00,252,0.3
29918,3304,76800,254,253.7
29928,3304,74$00,246,0.2
29938,3304,76800,254,253.7
29948,3304,73%00,243,0.2
29958,3304,77#00,255,0.3
29968,3304,70&00,233,0.2
29978,3304,77$00,256,0.3
29988,3304,76800,254,253.7
29998,3304,76#00,252,0.3
30008,3304,76800,254,253.7
30018,3304,74%00,246,0.2
30028,3304,76900,254,254.1
30038,3304,72&00,240,0.2
30048,3304,77"00,255,0.3
30058,3304,70&00,233,0.2
30068,3304,77#00,255,0.3
30078,3304,76'00,253,0.3
30088,3304,75900,251,250.8
30098,3304,76800,254,253.7
30108,3304,74$00,246,0.2
30118,3304,76'00,253,0.3
30128,3300,71'00,237,0.2
30138,3304,77#00,255,0.3
30148,3304,70#00,232,0.2
30158,3304,77#00,255,0.3
30168,3304,76800,254,253.7
30178,3304,75"00,248,0.2
30188,3304,76'00,253,0.3
30198,3304,74$00,246,0.2
30208,3304,76800,254,253.7
30218,3304,71 00,235,0.2
30228,3304,77#00,255,0.3
30238,3304,69800,231,230.6
30248,3304,77!00,255,0.3
30258,3304,76'00,253,0.3
30268,3304,74800,247,247.1
30278,3304,76800,254,253.7
30288,3304,74$00,246,0.2
30298,3304,77"00,255,0.3
30308,3304,70'00,234,0.2
30318,3304,77$00,256,0.3
30328,3304,76800,254,253.7
30338,3304,76&00,253,0.3
30348,3304,76800,254,253.7
30358,3304,74'00,247,0.2
30368,3304,76800,254,253.7
30378,3304,74 00,244,0.2
30388,3304,77"00,255,0.3
30398,3304,70&00,233,0.2
30408,3304,77#00,255,0.3
30418,3304,76800,254,253.7
30428,3304,76#00,252,0.3
30438,3304,76'00,253,0.3
30448,3304,74$00,246,0.2
30458,3304,76'00,253,0.3
30468,3304,73!00,242,0.2
30478,3304,77#00,255,0.3
30488,3304,70&00,233,0.2
30498,3304,77#00,255,0.3
30508,3304,76'00,253,0.3
30518,3304,76!00,251,0.3
30528,3304,76800,254,253.7
30538,3304,74$00,246,0.2
30548,3304,76'00,253,0.3
30558,3304,72!00,238,0.2
30568,3304,77$00,256,0.3
30578,3304,70&00,233,0.2
30588,3304,77#00,255,0.3
30598,3304,76800,254,253.7
30608,3304,75%00,249,0.2
30618,3304,76800,254,253.7
30628,3304,74$00,246,0.2
30638,3304,76800,254,253.7
30648,3304,71#00,236,0.2
30658,3304,77#00,255,0.3
30668,3304,70!00,232,0.2
30678,3304,77#00,255,0.3
30688,3304,76800,254,253.7
30698,3304,75!00,248,0.2
30708,3304,76800,254,253.7
30718,3304,74$00,246,0.2
30728,3304,77!00,255,0.3
30738,3304,70800,234,233.9
30748,3304,77#00,255,0.3
30758,3304,76800,254,253.7
30768,3304,76800,254,253.7
30778,3304,76'00,253,0.3
30788,3304,74'00,247,0.2
30798,3304,76'00,253,0.3
30808,3304,74#00,245,0.2
30818,3304,77"00,255,0.3
30828,3304,70'00,234,0.2
30838,3304,77#00,255,0.3
30848,3304,76800,254,253.7
30858,3304,76$00,252,0.3
30868,3304,76800,254,253.7
30878,3304,74%00,246,0.2
30888,3304,76'00,253,0.3
30898,3304,73%00,243,0.2
30908,3304,77#00,255,0.3
30918,3304,70&00,233,0.2
30928,3304,77$00,256,0.3
30938,3304,76'00,253,0.3
30948,3304,76#00,252,0.3
30958,3304,76'00,253,0.3
30968,3304,74$00,246,0.2
30978,3304,76'00,253,0.3
30988,3304,72%00,240,0.2
30998,3304,77#00,255,0.3
31008,3304,70%00,233,0.2
31018,3304,77#00,255,0.3
31028,3304,76'00,253,0.3
31038,3304,75800,250,250.4
31048,3304,76'00,253,0.3
31058,3304,74$00,246,0.2
31068,3304,76'00,253,0.3
31078,3304,71'00,237,0.2
31088,3304,77#00,255,0.3
31098,3304,70#00,232,0.2
31108,3304,77#00,255,0.3
31118,3304,76'00,253,0.3
31128,3304,75"00,248,0.2
31138,3304,76'00,253,0.3
31175,3304,74#00,245,0.2
31176,3304,76800,254,253.7
31176,3304,71 00,235,0.2
31178,3304,77#00,255,0.3
31188,3304,69800,231,230.6
31198,3304,77!00,255,0.3
31208,3304,76800,254,253.7
31218,3304,74900,247,247.5
31228,3304,76'00,253,0.3
31238,3304,74$00,246,0.2
31248,3304,77!00,255,0.3
31258,3304,70'00,234,0.2
31268,3304,77$00,256,0.3
31278,3304,76'00,253,0.3
31288,3304,76&00,253,0.3
31298,3304,76800,254,253.7
31308,3304,74&00,246,0.2
31318,3304,76800,254,253.7
31328,3304,73900,244,244.2
31338,3304,77#00,255,0.3
31348,3304,70&00,233,0.2
31358,3304,77#00,255,0.3
31368,3304,76800,254,253.7
31378,3304,76#00,252,0.3
31388,3304,76800,254,253.7
31398,3304,74$00,246,0.2
31408,3304,76'00,253,0.3
31418,3304,73!00,242,0.2
31428,3304,77#00,255,0.3
31438,3304,70%00,233,0.2
31448,3304,77#00,255,0.3
31458,3304,76'00,253,0.3
31468,3304,76 00,251,0.3
31478,3304,76'00,253,0.3
31488,3304,74$00,246,0.2
31498,3304,76'00,253,0.3
31508,3304,72!00,238,0.2
31518,3304,77$00,256,0.3
31528,3304,70%00,233,0.2
31538,3304,77#00,255,0.3
31548,3304,76800,254,253.7
31558,3304,75&00,250,0.2
31568,3304,76'00,253,0.3
31578,3304,74$00,246,0.2
31588,3304,76800,254,253.7
31598,3304,71#00,236,0.2
31608,3304,77#00,255,0.3
31618,3304,70!00,232,0.2
31628,3304,77#00,255,0.3
31638,3304,76800,254,253.7
31648,3304,75 00,248,0.2
31658,3304,76800,254,253.7
31668,3304,74$00,246,0.2
31678,3304,77 00,254,0.3
31688,3304,70800,234,233.9
31698,3304,77#00,255,0.3
31708,3304,76'00,253,0.3
31718,3304,76800,254,253.7
31728,3304,76'00,253,0.3
31738,3304,74'00,247,0.2
31748,3304,76800,254,253.7
31758,3304,74#00,245,0.2
31768,3304,77"00,255,0.3
31778,3304,70'00,234,0.2
31788,3304,77$00,256,0.3
31798,3304,76'00,253,0.3
31808,3304,76$00,252,0.3
31818,3304,76800,254,253.7
31828,3304,74%00,246,0.2
31838,3304,76800,254,253.7
31848,3304,73%00,243,0.2
31858,3304,77#00,255,0.3
31868,3304,70&00,233,0.2
31878,3304,77"00,255,0.3
31888,3304,76&00,253,0.3
31898,3304,76"00,252,0.3
31908,3304,76800,254,253.7
31918,3304,74$00,246,0.2
31928,3304,76800,254,253.7
31938,3304,72&00,240,0.2
31948,3304,77#00,255,0.3
31958,3304,70&00,233,0.2
31968,3304,77#00,255,0.3
31978,3304,76&00,253,0.3
31988,3304,75900,251,250.8
31998,3304,76'00,253,0.3
32008,3304,74#00,245,0.2
32018,3304,76'00,253,0.3
32028,3304,71&00,237,0.2
32038,3304,77#00,255,0.3
32048,3304,70#00,232,0.2
32058,3304,77#00,255,0.3
32068,3304,76'00,253,0.3
32078,3304,75"00,248,0.2
32088,3304,76800,254,253.7
32098,3304,74#00,245,0.2
32108,3304,76800,254,253.7
32118,3304,71 00,235,0.2
32128,3304,77$00,256,0.3
32138,3304,69800,231,230.6
32148,3304,77!00,255,0.3
32158,3304,76800,254,253.7
32168,3304,75 00,248,0.2
32178,3304,76800,254,253.7
32188,3304,74$00,246,0.2
32198,3304,77 00,254,0.3
32208,3304,70700,234,233.6
32218,3304,77#00,255,0.3
32228,3304,76'00,253,0.3
32238,3304,76&00,253,0.3
32248,3304,76800,254,253.7
32258,3304,74&00,246,0.2
32268,3304,76800,254,253.7
32278,3304,74 00,244,0.2
32288,3304,77"00,255,0.3
32298,3304,70&00,233,0.2
32308,3304,77#00,255,0.3
32318,3304,76800,254,253.7
32328,3304,76#00,252,0.3
32338,3304,76'00,253,0.3
32348,3304,74$00,246,0.2
32358,3304,76'00,253,0.3
32368,3304,73!00,242,0.2
32378,3304,77"00,255,0.3
32388,3304,70%00,233,0.2
32398,3304,77#00,255,0.3
32408,3304,76800,254,253.7
32418,3304,76!00,251,0.3
32428,3304,76'00,253,0.3
32438,3304,74$00,246,0.2
32448,3304,76800,254,253.7
32458,3300,72"00,238,0.2
32468,3304,77#00,255,0.3
32478,3304,70%00,233,0.2
32488,3304,77#00,255,0.3
32498,3304,76800,254,253.7
32508,3304,75%00,249,0.2
32518,3304,76800,254,253.7
32528,3304,74#00,245,0.2
32538,3304,76'00,253,0.3
32548,3304,71#00,236,0.2
32558,3304,77#00,255,0.3
32568,3304,70!00,232,0.2
32578,3304,77#00,255,0.3
32588,3304,76800,254,253.7
32598,3304,75 00,248,0.2
32608,3304,76'00,253,0.3
32618,3304,74#00,245,0.2
32628,3304,77 00,254,0.3
32638,3304,70800,234,233.9
32648,3304,77#00,255,0.3
32658,3304,76800,254,253.7
32668,3304,76800,254,253.7
32678,3304,76800,254,253.7
32688,3304,74'00,247,0.2
32698,3304,76'00,253,0.3
32708,3304,74#00,245,0.2
32718,3304,77"00,255,0.3
32728,3304,70&00,233,0.2
32738,3304,77#00,255,0.3
32748,3304,76'00,253,0.3
32758,3304,76$00,252,0.3
32768,3304,76'00,253,0.3
32778,3304,74%00,246,0.2
32788,3304,76800,254,253.7
32798,3304,73&00,243,0.2
32808,3304,77"00,255,0.3
32818,3304,70&00,233,0.2
32828,3304,77#00,255,0.3
32838,3304,76800,254,253.7
32848,3304,76#00,252,0.3
32858,3304,76'00,253,0.3
32868,3304,74$00,246,0.2
32878,3304,76'00,253,0.3
32888,3304,72&00,240,0.2
32898,3304,77#00,255,0.3
32908,3304,70&00,233,0.2
32918,3304,77#00,255,0.3
32928,3304,76800,254,253.7
32938,3304,75900,251,250.8
32948,3304,76800,254,253.7
32958,3304,74$00,246,0.2
32968,3304,76800,254,253.7
32978,3304,71'00,237,0.2
32988,3304,77#00,255,0.3
32998,3304,70#00,232,0.2
33008,3304,77#00,255,0.3
33018,3304,76'00,253,0.3
33028,3304,75"00,248,0.2
33038,3304,76800,254,253.7
33048,3304,74#00,245,0.2
33058,3304,76900,254,254.1
33068,3304,71!00,235,0.2
33078,3304,77#00,255,0.3
33088,3304,69800,231,230.6
33098,3304,77"00,255,0.3
33108,3304,76'00,253,0.3
33118,3304,74900,247,247.5
33128,3304,76700,253,253.4
33138,3304,74#00,245,0.2
33148,3304,77!00,255,0.3
33158,3304,70800,234,233.9
33168,3304,77#00,255,0.3
33178,3304,76'00,253,0.3
33188,3304,76&00,253,0.3
33198,3304,76800,254,253.7
33208,3304,74&00,246,0.2
33218,3304,76800,254,253.7
33228,3304,74!00,245,0.2
33238,3304,77#00,255,0.3
33248,3304,70'00,234,0.2
33258,3304,77#00,255,0.3
33268,3304,76'00,253,0.3
33278,3304,76#00,252,0.3
33288,3304,76'00,253,0.3
33298,3304,74$00,246,0.2
33308,3304,76'00,253,0.3
33318,3304,73!00,242,0.2
33328,3304,77$00,256,0.3
33338,3304,70&00,233,0.2
33348,3304,77#00,255,0.3
33358,3304,76'00,253,0.3
33368,3304,76"00,252,0.3
33378,3304,76'00,253,0.3
33388,3304,74$00,246,0.2
33398,3304,76800,254,253.7
33408,3304,72"00,239,0.2
33418,3304,77#00,255,0.3
33428,3304,70&00,233,0.2
33438,3304,77#00,255,0.3
33448,3304,76'00,253,0.3
33458,3304,75&00,250,0.2
33468,3304,76'00,253,0.3
33478,3304,74$00,246,0.2
33488,3304,76800,254,253.7
33498,3304,71#00,236,0.2
33508,3304,77#00,255,0.3
33518,3304,70!00,232,0.2
33528,3304,77#00,255,0.3
33538,3304,76800,254,253.7
33548,3304,75!00,248,0.2
33558,3304,76800,254,253.7
33568,3304,74#00,245,0.2
33578,3304,76900,254,254.1
33588,3304,70900,234,234.3
33598,3304,77#00,255,0.3
33608,3304,76'00,253,0.3
33618,3304,76900,254,254.1
33628,3304,76'00,253,0.3
33638,3304,74800,247,247.1
33648,3304,76800,254,253.7
33658,3304,74#00,245,0.2
33668,3304,77"00,255,0.3
33678,3304,70&00,233,0.2
33688,3304,77#00,255,0.3
33698,3304,76800,254,253.7
33708,3304,76$00,252,0.3
33718,3304,76800,254,253.7
33728,3304,74&00,246,0.2
33738,3304,76800,254,253.7
33748,3304,73&00,243,0.2
33758,3304,77#00,255,0.3
33768,3304,70&00,233,0.2
33778,3304,77#00,255,0.3
33788,3300,76'00,253,0.3
33798,3304,76#00,252,0.3
33808,3304,76800,254,253.7
33818,3304,74%00,246,0.2
33828,3304,76'00,253,0.3
33838,3304,72800,241,240.5
33848,3304,77$00,256,0.3
33858,3304,70$00,233,0.2
33868,3304,77#00,255,0.3
33878,3304,76800,254,253.7
33888,3304,76!00,251,0.3
33898,3304,76800,254,253.7
33908,3304,74$00,246,0.2
33918,3304,76'00,253,0.3
33928,3304,71'00,237,0.2
33938,3304,77#00,255,0.3
33948,3304,70$00,233,0.2
33958,3304,77$00,256,0.3
33968,3304,76&00,253,0.3
33978,3308,75#00,249,0.2
33988,3304,76'00,253,0.3
33998,3304,74$00,246,0.2
34008,3304,76800,254,253.7
34018,3304,71!00,235,0.2
34028,3304,77#00,255,0.3
34038,3304,69800,231,230.6
34048,3304,77 00,254,0.3
34058,3304,76800,254,253.7
34068,3304,74900,247,247.5
34078,3304,76'00,253,0.3
34088,3304,74$00,246,0.2
34098,3304,77 00,254,0.3
34108,3304,70800,234,233.9
34118,3304,77$00,256,0.3
34128,3304,76'00,253,0.3
34138,3304,76'00,253,0.3
34148,3304,76800,254,253.7
34158,3304,74'00,247,0.2
34168,3304,76800,254,253.7
34178,3304,74!00,245,0.2
34188,3304,77"00,255,0.3
34198,3304,70&00,233,0.2
34208,3304,77$00,256,0.3
34218,3304,76'00,253,0.3
34228,3304,76#00,252,0.3
34238,3304,76800,254,253.7
34248,3304,74%00,246,0.2
34258,3304,76800,254,253.7
34268,3304,73#00,242,0.2
34278,3304,77#00,255,0.3
34288,3304,70&00,233,0.2
34298,3304,77#00,255,0.3
34308,3304,76'00,253,0.3
34318,3304,76"00,252,0.3
34328,3304,76800,254,253.7
34338,3304,74$00,246,0.2
34348,3304,76'00,253,0.3
34358,3304,72$00,239,0.2
34368,3304,77#00,255,0.3
34378,3304,70%00,233,0.2
34388,3304,77#00,255,0.3
34398,3304,76'00,253,0.3
34408,3304,75'00,250,0.2
34418,3304,76'00,253,0.3
34428,3304,74#00,245,0.2
34438,3304,76'00,253,0.3
34448,3304,71$00,236,0.2
34458,3304,77#00,255,0.3
34468,3304,70"00,232,0.2
34478,3304,77#00,255,0.3
34488,3304,76'00,253,0.3
34498,3304,75100,248,248.1
34508,3304,76'00,253,0.3
34518,3304,74$00,246,0.2
34528,3304,77 00,254,0.3
34538,3304,71 00,235,0.2
34548,3304,77#00,255,0.3
34558,3304,76800,254,253.7
34568,3304,77 00,254,0.3
34578,3304,76'00,253,0.3
34588,3304,74900,247,247.5
34598,3304,76'00,253,0.3
34608,3304,74$00,246,0.2
34618,3304,77!00,255,0.3
34628,3304,70'00,234,0.2
34638,3304,77#00,255,0.3
34648,3304,76'00,253,0.3
34658,3304,76$00,252,0.3
34668,3304,76'00,253,0.3
34678,3304,74%00,246,0.2
34688,3304,76'00,253,0.3
34698,3304,73'00,244,0.2
34708,3304,77"00,255,0.3
34718,3304,70&00,233,0.2
34728,3304,77#00,255,0.3
34738,3304,76'00,253,0.3
34748,3304,76#00,252,0.3
34758,3304,76'00,253,0.3
34768,3304,74$00,246,0.2
34778,3304,76'00,253,0.3
34788,3304,72900,241,240.9
34798,3304,77#00,255,0.3
34808,3304,70%00,233,0.2
34818,3304,77#00,255,0.3
34828,3304,76'00,253,0.3
34838,3304,76 00,251,0.3
34848,3304,76'00,253,0.3
34858,3304,74$00,246,0.2
34868,3304,76'00,253,0.3
34878,3300,71900,237,237.3
34888,3304,77#00,255,0.3
34898,3304,70$00,233,0.2
34908,3304,77#00,255,0.3
34918,3304,76'00,253,0.3
34928,3304,75#00,249,0.2
34938,3304,76800,254,253.7
34948,3304,74#00,245,0.2
34958,3304,76700,253,253.4
34968,3304,71!00,235,0.2
34978,3304,77$00,256,0.3
34988,3304,69900,231,230.9
34998,3304,77"00,255,0.3
35008,3304,76'00,253,0.3
35018,3304,74900,247,247.5
35028,3304,76800,254,253.7
35038,3304,74$00,246,0.2
35048,3304,76900,254,254.1
35058,3304,70800,234,233.9
35068,3304,77#00,255,0.3
35078,3304,76800,254,253.7
35088,3304,76800,254,253.7
35098,3304,76800,254,253.7
35108,3304,74'00,247,0.2
35118,3304,76'00,253,0.3
35128,3304,74"00,245,0.2
35138,3304,77"00,255,0.3
35148,3304,70'00,234,0.2
35158,3300,77#00,255,0.3
35168,3304,76800,254,253.7
35178,3304,76#00,252,0.3
35188,3304,76800,254,253.7
35198,3304,74%00,246,0.2
35208,3304,76'00,253,0.3
35218,3304,73$00,243,0.2
35228,3304,77"00,255,0.3
35238,3304,70%00,233,0.2
35248,3304,77"00,255,0.3
35258,3304,76800,254,253.7
35268,3304,76"00,252,0.3
35278,3304,76800,254,253.7
35288,3304,74$00,246,0.2
35298,3304,76'00,253,0.3
35308,3304,72%00,240,0.2
35318,3304,77#00,255,0.3
35328,3304,70&00,233,0.2
35338,3304,77#00,255,0.3
35348,3304,76800,254,253.7
35358,3304,75800,250,250.4
35368,3304,76'00,253,0.3
35378,3304,74#00,245,0.2
35388,3304,76'00,253,0.3
35398,3304,71&00,237,0.2
35408,3304,77#00,255,0.3
35418,3304,70300,232,232.3
35428,3304,77#00,255,0.3
35438,3304,76'00,253,0.3
35448,3304,75!00,248,0.2
35458,3304,76'00,253,0.3
